TransactionID,Amount,Prediction,Timestamp
1034,248,1,2025-04-20 19:19:55
8835,992,1,2025-04-20 19:20:00
4720,760,0,2025-04-20 19:20:05
2048,94,1,2025-04-20 19:20:10
3374,393,1,2025-04-20 19:20:15
7656,986,0,2025-04-20 19:20:20
4177,420,1,2025-04-20 19:20:25
6056,941,0,2025-04-20 19:20:30
2368,29,1,2025-04-20 19:20:35
2816,656,0,2025-04-20 19:20:40
2575,921,0,2025-04-20 19:20:45
9209,145,1,2025-04-20 19:20:50
1982,677,0,2025-04-20 19:20:55
5165,590,1,2025-04-20 19:21:00
9338,212,0,2025-04-20 19:21:05
9089,453,1,2025-04-20 19:21:10
9765,422,1,2025-04-20 19:21:16
1546,124,0,2025-04-20 19:21:21
9913,640,0,2025-04-20 19:21:26
3657,724,0,2025-04-20 19:21:31
6703,164,0,2025-04-20 19:21:36
1526,988,0,2025-04-20 19:21:41
1505,656,1,2025-04-20 19:21:46
1757,795,1,2025-04-20 19:21:51
2678,105,1,2025-04-20 19:21:56
1512,141,1,2025-04-20 19:22:01
7520,164,1,2025-04-20 19:22:06
8852,286,1,2025-04-20 19:22:11
8606,704,0,2025-04-20 19:22:16
8723,383,1,2025-04-20 19:22:21
7651,961,0,2025-04-20 19:22:26
2682,416,1,2025-04-20 19:22:31
3621,931,0,2025-04-20 19:22:36
9717,423,1,2025-04-20 19:22:41
6102,187,0,2025-04-20 19:22:46
1665,409,1,2025-04-20 19:22:51
1972,132,0,2025-04-20 19:22:56
3965,443,1,2025-04-20 19:23:01
8433,39,1,2025-04-20 19:23:06
3732,782,0,2025-04-20 19:23:11
9762,987,1,2025-04-20 19:23:16
6502,341,0,2025-04-20 19:23:21
5407,442,0,2025-04-20 19:23:26
5315,959,1,2025-04-20 19:23:31
4603,395,1,2025-04-20 19:23:36
8887,196,1,2025-04-20 19:23:41
1425,73,1,2025-04-20 19:23:46
2619,470,1,2025-04-20 19:23:51
3256,751,1,2025-04-20 19:23:56
4230,834,1,2025-04-20 19:24:01
7731,279,1,2025-04-20 19:25:24
3811,86,0,2025-04-20 19:25:29
4049,659,1,2025-04-20 19:25:34
1594,747,0,2025-04-20 19:25:40
4866,175,0,2025-04-20 19:25:45
5509,910,1,2025-04-20 19:25:50
7393,965,1,2025-04-20 19:25:55
9819,778,1,2025-04-20 19:26:00
4479,342,1,2025-04-20 19:26:05
8647,378,1,2025-04-20 19:26:10
8067,709,0,2025-04-20 19:26:15
8791,416,1,2025-04-20 19:26:20
6969,322,1,2025-04-20 19:26:25
5742,712,0,2025-04-20 19:26:30
7862,496,1,2025-04-20 19:26:35
3005,909,1,2025-04-20 19:26:40
4709,779,1,2025-04-20 19:26:45
3748,471,0,2025-04-20 19:26:50
7649,197,1,2025-04-20 19:26:55
5360,394,0,2025-04-20 19:27:00
3034,988,0,2025-04-20 19:27:05
3594,635,0,2025-04-20 19:27:10
2826,938,1,2025-04-20 19:27:15
1726,942,1,2025-04-20 19:27:20
3854,265,0,2025-04-20 19:27:25
4185,774,1,2025-04-20 19:27:30
7225,55,1,2025-04-20 19:27:35
4001,583,0,2025-04-20 19:27:40
6399,891,1,2025-04-20 19:27:45
9808,131,1,2025-04-20 19:27:50
2963,955,1,2025-04-20 19:27:55
6282,998,1,2025-04-20 19:28:00
2773,130,1,2025-04-20 19:28:05
7303,362,1,2025-04-20 19:28:10
9706,93,1,2025-04-20 19:28:15
6097,792,1,2025-04-20 19:28:20
2833,601,1,2025-04-20 19:28:25
2135,790,0,2025-04-20 19:28:30
1694,266,0,2025-04-20 19:28:35
3941,749,0,2025-04-20 19:28:40
6433,915,0,2025-04-20 19:28:45
4411,717,1,2025-04-20 19:28:50
8909,786,0,2025-04-20 19:28:55
1957,779,0,2025-04-20 19:29:00
3240,499,0,2025-04-20 19:29:05
9916,828,0,2025-04-20 19:29:10
6655,168,0,2025-04-20 19:29:15
8021,396,1,2025-04-20 19:29:20
6673,165,0,2025-04-20 19:29:25
1820,884,1,2025-04-20 19:29:30
